,brand,model,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
153,Honda,Amaze 1.2L I-VTEC S,Manual,2019.0,Petrol,1199.0,37864.0,1st owner,543000,10616.0,True,No,HR30,2019 Honda Amaze 1.2L I-VTEC S
154,Honda,City 1.5L I-VTEC ZX CVT,Automatic,2017.0,Petrol,1497.0,42012.0,1st owner,814000,15494.0,True,Yes,DL10,2017 Honda City 1.5L I-VTEC ZX CVT
155,Hyundai,i20 SPORTZ 1.2,Manual,2013.0,Petrol,1197.0,31479.0,1st owner,316000,8309.0,True,No,DL8C,2013 Hyundai i20 SPORTZ 1.2
156,KIA,SELTOS HTX ANNIVERSARY EDITION 1.5 PETROL,Manual,2021.0,Petrol,1497.0,26456.0,1st owner,1221000,23241.0,True,No,UP14,2021 KIA SELTOS HTX ANNIVERSARY EDITION 1.5 PETROL
157,Toyota,URBAN CRUISER PREMIUM GRADE MT,Manual,2021.0,Petrol,1462.0,42381.0,1st owner,862000,16407.0,True,Yes,UP14,2021 Toyota URBAN CRUISER PREMIUM GRADE MT
158,Renault,Kwid RXT 1.0 AMT (O),Automatic,2019.0,Petrol,999.0,13568.0,1st owner,386000,7540.0,True,Yes,DL10,2019 Renault Kwid RXT 1.0 AMT (O)
159,Maruti,Ciaz ZETA AT 1.5  SHVS PETROL,Automatic,2022.0,Petrol,1462.0,21566.0,1st owner,974000,18539.0,True,No,HR26,2022 Maruti Ciaz ZETA AT 1.5  SHVS PETROL
160,KIA,SELTOS HTX 1.5 PETROL,Manual,2019.0,Petrol,1497.0,85336.0,1st owner,1032000,19646.0,True,Yes,DL14,2019 KIA SELTOS HTX 1.5 PETROL
161,Maruti,Swift Dzire LXI (O),Manual,2015.0,Petrol,1197.0,35817.0,1st owner,377000,7379.0,True,Yes,DL6C,2015 Maruti Swift Dzire LXI (O)
162,Hyundai,Creta SX (O) 1.6 DIESEL,Manual,2019.0,Diesel,1582.0,72781.0,1st owner,1114000,24226.0,True,No,HR26,2019 Hyundai Creta SX (O) 1.6 DIESEL
163,Jeep,Compass SPORT PLUS 1.4 PETROL,Manual,2020.0,Petrol,1368.0,76041.0,1st owner,1065000,20269.0,True,Yes,HR10,2020 Jeep Compass SPORT PLUS 1.4 PETROL
164,Maruti,Ciaz VXI,Manual,2016.0,Petrol,1373.0,60440.0,1st owner,478000,9345.0,True,No,DL9C,2016 Maruti Ciaz VXI
165,Mahindra,XUV500 W5,Manual,2019.0,Diesel,2179.0,45984.0,1st owner,1011000,21977.0,True,No,DL8C,2019 Mahindra XUV500 W5
166,Jeep,Compass LIMITED (O) 2.0 DIESEL 4X4,Manual,2018.0,Diesel,1956.0,53738.0,2nd owner,968000,25026.0,True,Yes,HR81,2018 Jeep Compass LIMITED (O) 2.0 DIESEL 4X4
167,Maruti,Alto LXI,Manual,2021.0,Petrol,796.0,8945.0,1st owner,364000,7116.0,True,No,HR29,2021 Maruti Alto LXI
168,KIA,SONET HTK PLUS 1.5,Manual,2020.0,Diesel,1493.0,68421.0,1st owner,811000,15439.0,True,Yes,UP14,2020 KIA SONET HTK PLUS 1.5
169,Tata,NEXON XZ PETROL,Manual,2021.0,Petrol,1199.0,8119.0,1st owner,858000,16331.0,True,Yes,DL3C,2021 Tata NEXON XZ PETROL
170,MG,HECTOR SMART 1.5 DCT PETROL,Automatic,2019.0,Petrol,1451.0,8797.0,1st owner,1338000,25471.0,True,No,DL14,2019 MG HECTOR SMART 1.5 DCT PETROL
171,Maruti,Baleno DELTA PETROL 1.2,Manual,2017.0,Petrol,1197.0,32348.0,1st owner,476000,9306.0,True,No,DL10,2017 Maruti Baleno DELTA PETROL 1.2
172,Honda,City 1.5L I-VTEC V MT,Manual,2017.0,Petrol,1497.0,115810.0,1st owner,583000,12969.0,True,No,DL3C,2017 Honda City 1.5L I-VTEC V MT
173,Mahindra,XUV300 W6 1.2 PETROL,Manual,2020.0,Petrol,1197.0,40924.0,1st owner,681000,13314.0,True,No,DL7C,2020 Mahindra XUV300 W6 1.2 PETROL
174,Maruti,Baleno DELTA PETROL 1.2,Manual,2016.0,Petrol,1197.0,33099.0,1st owner,473000,9247.0,True,No,HR26,2016 Maruti Baleno DELTA PETROL 1.2
175,MG,HECTOR SHARP 1.5 DCT PETROL,Automatic,2020.0,Petrol,1451.0,66590.0,1st owner,1269000,24154.0,True,No,DL3C,2020 MG HECTOR SHARP 1.5 DCT PETROL
176,Hyundai,Creta S 1.5 PETROL,Manual,2020.0,Petrol,1497.0,80554.0,2nd owner,968000,18425.0,True,Yes,UP66,2020 Hyundai Creta S 1.5 PETROL
177,KIA,SELTOS GTX PLUS AT 1.5 DIESEL,Automatic,2019.0,Diesel,1493.0,51955.0,1st owner,1266000,27519.0,True,No,HR26,2019 KIA SELTOS GTX PLUS AT 1.5 DIESEL
178,Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2016.0,Petrol,1591.0,61059.0,3rd owner,715000,13987.0,True,Yes,DL5C,2016 Hyundai Creta SX PLUS AT 1.6 PETROL
179,Tata,NEXON XZ PLUS PETROL SUNROOF,Manual,2023.0,Petrol,1199.0,24415.0,1st owner,969000,18444.0,True,Yes,DL3C,2023 Tata NEXON XZ PLUS PETROL SUNROOF
180,Maruti,Dzire VXI,Manual,2018.0,Petrol,1197.0,65268.0,1st owner,509000,9959.0,True,No,DL5C,2018 Maruti Dzire VXI
181,Maruti,Swift VXI,Manual,2012.0,Petrol,1197.0,34096.0,1st owner,256000,8503.0,True,No,DL13,2012 Maruti Swift VXI
182,Maruti,Swift VXI,Manual,2022.0,Petrol,1197.0,35230.0,1st owner,626000,12238.0,True,No,HR30,2022 Maruti Swift VXI
183,Toyota,Glanza G CVT,Automatic,2019.0,Petrol,1197.0,55311.0,2nd owner,622000,12160.0,True,No,HR26,2019 Toyota Glanza G CVT
184,Hyundai,Creta SX 1.5 PETROL,Manual,2020.0,Petrol,1497.0,61464.0,1st owner,1172000,22308.0,True,No,DL9C,2020 Hyundai Creta SX 1.5 PETROL
185,KIA,SELTOS HTX 1.5 PETROL,Manual,2019.0,Petrol,1497.0,32251.0,1st owner,1127000,21451.0,True,Yes,UP14,2019 KIA SELTOS HTX 1.5 PETROL
186,Maruti,Baleno ALPHA 1.2 AGS,Automatic,2022.0,Petrol,1197.0,27052.0,1st owner,817000,15551.0,True,No,UP37,2022 Maruti Baleno ALPHA 1.2 AGS
187,KIA,SONET HTK PLUS 1.0 IMT,Manual,2022.0,Petrol,998.0,22078.0,1st owner,958000,18235.0,True,Yes,HR98,2022 KIA SONET HTK PLUS 1.0 IMT
188,Jeep,Compass SPORT 2.0 DIESEL,Manual,2019.0,Diesel,1956.0,93467.0,1st owner,930000,20227.0,True,No,HR50,2019 Jeep Compass SPORT 2.0 DIESEL
189,Maruti,Swift ZXI PLUS,Manual,2018.0,Petrol,1197.0,21574.0,1st owner,630000,12319.0,True,No,UP14,2018 Maruti Swift ZXI PLUS
190,Maruti,Alto 800 LXI,Manual,2016.0,Petrol,796.0,97698.0,2nd owner,220000,4298.0,True,Yes,HR72,2016 Maruti Alto 800 LXI
191,Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021.0,Petrol,1997.0,31332.0,1st owner,1318000,25087.0,True,No,DL1C,2021 Mahindra Thar LX PETROL HT 4WD AT
192,Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021.0,Petrol,1997.0,25411.0,1st owner,1365000,25982.0,True,Yes,DL8C,2021 Mahindra Thar LX PETROL HT 4WD AT
193,Hyundai,Creta SX AT 1.6 PETROL,Automatic,2019.0,Petrol,1591.0,69534.0,1st owner,1045000,19891.0,True,Yes,HR26,2019 Hyundai Creta SX AT 1.6 PETROL
194,Hyundai,Elite i20 SPORTZ 1.2 (O),Manual,2014.0,Petrol,1197.0,87564.0,1st owner,443000,9854.0,True,No,DL3C,2014 Hyundai Elite i20 SPORTZ 1.2 (O)
196,Hyundai,GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT CNG,Manual,2021.0,CNG,1197.0,19115.0,1st owner,610000,11933.0,True,No,DL5C,2021 Hyundai GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT CNG
198,Maruti,Baleno ZETA PETROL 1.2,Manual,2019.0,Petrol,1197.0,59602.0,2nd owner,563000,11005.0,True,Yes,HR26,2019 Maruti Baleno ZETA PETROL 1.2
199,KIA,SELTOS HTX 1.5 PETROL,Manual,2019.0,Petrol,1497.0,64349.0,1st owner,1053000,20052.0,True,Yes,DL14,2019 KIA SELTOS HTX 1.5 PETROL
200,Maruti,Ciaz ZETA 1.5 SHVS MT PETROL,Manual,2022.0,Petrol,1462.0,35483.0,1st owner,870000,16560.0,True,No,HR26,2022 Maruti Ciaz ZETA 1.5 SHVS MT PETROL
201,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,2018.0,CNG,1197.0,87009.0,2nd owner,464000,9071.0,True,No,HR06,2018 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT
202,Datsun,Redi Go T,Manual,2021.0,Petrol,799.0,36150.0,1st owner,314000,6136.0,True,No,DL14,2021 Datsun Redi Go T
204,Maruti,Vitara Brezza VXI AT SHVS,Automatic,2021.0,Petrol,1462.0,29125.0,2nd owner,829000,15779.0,True,No,HR26,2021 Maruti Vitara Brezza VXI AT SHVS
205,Honda,City 1.5L I-VTEC S MT,Manual,2012.0,Petrol,1497.0,77380.0,2nd owner,293000,9718.0,True,Yes,DL13,2012 Honda City 1.5L I-VTEC S MT
206,Tata,Tiago XTA PETROL,Automatic,2017.0,Petrol,1199.0,102235.0,1st owner,374000,8316.0,True,No,UP16,2017 Tata Tiago XTA PETROL
207,Hyundai,Creta S 1.5 PETROL,Manual,2020.0,Petrol,1497.0,14693.0,1st owner,1124000,21392.0,True,No,HR29,2020 Hyundai Creta S 1.5 PETROL
208,Renault,Duster RXZ 1.3 TURBO PETROL MT,Manual,2021.0,Petrol,1330.0,50108.0,1st owner,929000,17692.0,True,No,HR51,2021 Renault Duster RXZ 1.3 TURBO PETROL MT
209,Hyundai,Creta E PLUS 1.6 PETROL,Manual,2019.0,Petrol,1591.0,17333.0,1st owner,886000,16864.0,True,Yes,DL12,2019 Hyundai Creta E PLUS 1.6 PETROL
210,Hyundai,Creta SX PLUS 1.6 PETROL,Manual,2015.0,Petrol,1591.0,102963.0,3rd owner,569000,12650.0,True,No,HR26,2015 Hyundai Creta SX PLUS 1.6 PETROL
211,Ford,Ecosport TITANIUM 1.5L THUNDER EDTION DIESEL,Manual,2020.0,Diesel,1498.0,71807.0,2nd owner,679000,13279.0,True,No,HR29,2020 Ford Ecosport TITANIUM 1.5L THUNDER EDTION DIESEL
212,Tata,Tiago XZ PLUS PETROL,Manual,2020.0,Petrol,1199.0,53413.0,1st owner,505000,9881.0,True,No,HR51,2020 Tata Tiago XZ PLUS PETROL
213,Maruti,Swift LXI (O),Manual,2015.0,Petrol,1197.0,71287.0,2nd owner,338000,6613.0,True,No,DL9C,2015 Maruti Swift LXI (O)
214,Renault,Duster RXL PETROL,Manual,2013.0,Petrol,1598.0,77978.0,3rd owner,314000,8281.0,True,No,HR26,2013 Renault Duster RXL PETROL
215,Mahindra,XUV500 W5,Manual,2019.0,Diesel,2179.0,56200.0,1st owner,949000,20629.0,True,No,DL12,2019 Mahindra XUV500 W5
216,Maruti,Baleno SIGMA PETROL 1.2,Manual,2021.0,Petrol,1197.0,11344.0,1st owner,574000,11230.0,True,Yes,DL3C,2021 Maruti Baleno SIGMA PETROL 1.2
217,Maruti,Baleno ALPHA CVT PETROL 1.2,Automatic,2020.0,Petrol,1197.0,15673.0,1st owner,746000,14594.0,True,No,HR98,2020 Maruti Baleno ALPHA CVT PETROL 1.2
218,Renault,Kwid CLIMBER 1.0 AMT (O),Automatic,2020.0,Petrol,999.0,45704.0,2nd owner,403000,7879.0,True,No,UP16,2020 Renault Kwid CLIMBER 1.0 AMT (O)
219,Hyundai,Creta SX PLUS 1.6 PETROL,Manual,2016.0,CNG,1591.0,84938.0,2nd owner,681000,15148.0,True,Yes,HR26,2016 Hyundai Creta SX PLUS 1.6 PETROL
220,Hyundai,Verna SX (O) 1.0 TURBO DCT,Automatic,2020.0,Petrol,998.0,42349.0,2nd owner,1057000,20118.0,True,Yes,HR51,2020 Hyundai Verna SX (O) 1.0 TURBO DCT
221,Datsun,Redi Go A,Manual,2018.0,Petrol,799.0,30684.0,1st owner,231000,4517.0,True,No,DL8C,2018 Datsun Redi Go A
222,Maruti,Vitara Brezza VXI AT SHVS,Automatic,2021.0,Petrol,1462.0,57060.0,1st owner,808000,15380.0,True,No,DL6C,2021 Maruti Vitara Brezza VXI AT SHVS
223,Volkswagen,Polo COMFORTLINE 1.0L MPI,Manual,2018.0,Petrol,999.0,96717.0,2nd owner,488000,9532.0,True,No,DL3C,2018 Volkswagen Polo COMFORTLINE 1.0L MPI
224,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,2017.0,Petrol,1197.0,96739.0,1st owner,374000,7312.0,True,Yes,DL4C,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT
225,Hyundai,Elite i20 MAGNA 1.2,Manual,2015.0,Petrol,1197.0,38116.0,1st owner,410000,8016.0,True,No,DL10,2015 Hyundai Elite i20 MAGNA 1.2
226,Maruti,Baleno SIGMA PETROL 1.2,Manual,2020.0,Petrol,1197.0,25069.0,1st owner,570000,11148.0,True,Yes,HR98,2020 Maruti Baleno SIGMA PETROL 1.2
227,KIA,SONET GTX PLUS 1.0 IMT,Manual,2020.0,Petrol,998.0,37438.0,2nd owner,874000,16636.0,True,Yes,HR05,2020 KIA SONET GTX PLUS 1.0 IMT
228,KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2019.0,Petrol,1353.0,49161.0,1st owner,1316000,25049.0,True,No,DL4C,2019 KIA SELTOS GTX PLUS DCT 1.4 PETROL
229,Tata,TIGOR XZ PETROL,Manual,2018.0,Petrol,1199.0,60364.0,1st owner,430000,8407.0,True,No,HR26,2018 Tata TIGOR XZ PETROL
231,Tata,TIGOR XZA PETROL,Automatic,2018.0,Petrol,1199.0,97131.0,1st owner,443000,8661.0,True,No,DL3C,2018 Tata TIGOR XZA PETROL
232,Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2021.0,Petrol,1997.0,30914.0,1st owner,1340000,25506.0,True,No,UP16,2021 Mahindra Thar LX PETROL HT 4WD AT
233,Mahindra,XUV500 W11 AT,Automatic,2019.0,Diesel,2179.0,36660.0,1st owner,1262000,27439.0,True,Yes,DL12,2019 Mahindra XUV500 W11 AT
234,Maruti,Swift LXI (O),Manual,2017.0,Petrol,1197.0,55771.0,1st owner,403000,7879.0,True,No,DL12,2017 Maruti Swift LXI (O)
235,KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2019.0,Petrol,1353.0,24009.0,1st owner,1405000,26742.0,True,No,DL12,2019 KIA SELTOS GTX PLUS DCT 1.4 PETROL
236,Ford,Ecosport TITANIUM 1.5L DIESEL,Manual,2020.0,Diesel,1498.0,62541.0,1st owner,826000,15720.0,True,No,DL11,2020 Ford Ecosport TITANIUM 1.5L DIESEL
237,Hyundai,VENUE SX 1.0 TURBO,Manual,2019.0,Petrol,998.0,17536.0,1st owner,850000,16179.0,True,No,DL8C,2019 Hyundai VENUE SX 1.0 TURBO
238,Tata,NEXON XM SUNROOF PETROL,Manual,2022.0,Petrol,1199.0,21897.0,1st owner,824000,15691.0,True,Yes,DL9C,2022 Tata NEXON XM SUNROOF PETROL
239,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2015.0,Petrol,1197.0,96142.0,1st owner,322000,6292.0,True,No,UP14,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
240,Maruti,IGNIS ALPHA 1.2 AMT,Automatic,2021.0,Petrol,1197.0,38768.0,1st owner,668000,13052.0,True,No,DL9C,2021 Maruti IGNIS ALPHA 1.2 AMT
242,KIA,SONET HTX 1.0 IMT,Manual,2022.0,Petrol,998.0,29811.0,1st owner,1024000,19483.0,True,No,HR36,2022 KIA SONET HTX 1.0 IMT
243,Volkswagen,Vento HIGHLINE PLUS 1.2 AT 16 ALLOY,Automatic,2018.0,Petrol,1197.0,106608.0,1st owner,679000,15109.0,True,No,DL10,2018 Volkswagen Vento HIGHLINE PLUS 1.2 AT 16 ALLOY
244,Hyundai,VENUE SX 1.0 TURBO IMT,Manual,2021.0,Petrol,998.0,39415.0,1st owner,886000,16856.0,True,No,UP14,2021 Hyundai VENUE SX 1.0 TURBO IMT
245,Maruti,IGNIS ALPHA 1.2,Manual,2021.0,Petrol,1197.0,30314.0,1st owner,592000,11574.0,True,Yes,HR51,2021 Maruti IGNIS ALPHA 1.2
246,Mahindra,Thar LX  P 4WD AT CONVERTIBLE,Automatic,2022.0,Petrol,1997.0,29045.0,1st owner,1397000,26591.0,True,Yes,DL12,2022 Mahindra Thar LX  P 4WD AT CONVERTIBLE
247,Datsun,Redi Go A,Manual,2021.0,Petrol,799.0,15680.0,1st owner,304000,5943.0,True,Yes,DL7C,2021 Datsun Redi Go A
248,Honda,City 1.5L I-VTEC SV,Manual,2016.0,Petrol,1497.0,97885.0,2nd owner,551000,10765.0,True,Yes,DL2C,2016 Honda City 1.5L I-VTEC SV
249,Nissan,MAGNITE XE,Manual,2022.0,Petrol,999.0,13843.0,1st owner,553000,10812.0,True,No,HR26,2022 Nissan MAGNITE XE
250,Datsun,Go Plus T(O),Manual,2019.0,Petrol,1198.0,30616.0,1st owner,411000,8043.0,True,No,DL3C,2019 Datsun Go Plus T(O)
251,Maruti,Baleno DELTA CVT PETROL 1.2,Automatic,2019.0,Petrol,1197.0,36124.0,1st owner,590000,11535.0,True,Yes,UP14,2019 Maruti Baleno DELTA CVT PETROL 1.2
252,Honda,Amaze 1.2L I-VTEC VX CVT,Automatic,2023.0,Petrol,1199.0,13137.0,1st owner,917000,17454.0,True,Yes,HR26,2023 Honda Amaze 1.2L I-VTEC VX CVT
253,Tata,Harrier XZA PLUS 2.0L,Automatic,2022.0,Diesel,1956.0,27222.0,1st owner,1765000,33599.0,True,Yes,UP16,2022 Tata Harrier XZA PLUS 2.0L
254,Maruti,Ciaz SIGMA 1.5 SHVS MT  PETROL,Manual,2019.0,Petrol,1462.0,66068.0,1st owner,663000,12959.0,True,Yes,DL8C,2019 Maruti Ciaz SIGMA 1.5 SHVS MT  PETROL
255,Maruti,Wagon R 1.0 LXI CNG,Manual,2017.0,CNG,998.0,110029.0,1st owner,325000,7229.0,True,No,HR36,2017 Maruti Wagon R 1.0 LXI CNG
256,Maruti,Swift LXI (O),Manual,2015.0,Petrol,1197.0,65365.0,1st owner,355000,6947.0,True,No,DL3C,2015 Maruti Swift LXI (O)
257,Maruti,Alto VXI,Manual,2021.0,Petrol,796.0,9171.0,2nd owner,358000,7000.0,True,No,DL5C,2021 Maruti Alto VXI
258,Tata,NEXON XZA PLUS PETROL,Automatic,2019.0,Petrol,1198.0,61470.0,1st owner,713000,13936.0,True,No,HR26,2019 Tata NEXON XZA PLUS PETROL
259,Tata,ALTROZ XZA PLUS,Automatic,2022.0,Petrol,1199.0,24933.0,1st owner,789000,15425.0,True,Yes,DL5C,2022 Tata ALTROZ XZA PLUS
260,Maruti,Dzire VXI,Manual,2020.0,Petrol,1197.0,61172.0,2nd owner,541000,10582.0,True,No,DL9C,2020 Maruti Dzire VXI
261,Honda,Amaze 1.2L I-VTEC S,Manual,2015.0,Petrol,1198.0,44993.0,1st owner,356000,6960.0,True,Yes,DL2C,2015 Honda Amaze 1.2L I-VTEC S
262,Maruti,Swift LXI,Manual,2013.0,Petrol,1197.0,61671.0,1st owner,282000,7424.0,True,Yes,HR26,2013 Maruti Swift LXI
263,Tata,NEXON XZA PLUS PETROL,Automatic,2022.0,Petrol,1199.0,13124.0,1st owner,967000,18406.0,True,No,UP14,2022 Tata NEXON XZA PLUS PETROL
264,Maruti,New Wagon-R LXI CNG (O) 1.0,Manual,2020.0,CNG,998.0,18852.0,1st owner,516000,10088.0,True,No,HR26,2020 Maruti New Wagon-R LXI CNG (O) 1.0
265,Maruti,Ciaz ALPHA  AT 1.4  PETROL,Automatic,2017.0,CNG,1373.0,90034.0,2nd owner,644000,12581.0,True,Yes,HR26,2017 Maruti Ciaz ALPHA  AT 1.4  PETROL
266,Maruti,Vitara Brezza VDI AMT,Automatic,2019.0,Diesel,1248.0,59343.0,2nd owner,634000,14103.0,True,No,HR29,2019 Maruti Vitara Brezza VDI AMT
267,Honda,Amaze 1.2L I-VTEC S,Manual,2015.0,Petrol,1198.0,41525.0,1st owner,349000,6823.0,True,No,HR26,2015 Honda Amaze 1.2L I-VTEC S
268,Hyundai,Creta BASE 1.6 PETROL,Manual,2016.0,Petrol,1591.0,45368.0,1st owner,655000,12805.0,True,Yes,UP14,2016 Hyundai Creta BASE 1.6 PETROL
269,Maruti,Ciaz VXI,Manual,2014.0,Petrol,1373.0,58546.0,1st owner,404000,8987.0,True,Yes,DL1C,2014 Maruti Ciaz VXI
270,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,2016.0,CNG,1197.0,57121.0,3rd owner,396000,8802.0,True,No,DL8C,2016 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT
271,Tata,TIGOR XE PETROL,Manual,2021.0,Petrol,1199.0,24927.0,1st owner,515000,10068.0,True,Yes,HR30,2021 Tata TIGOR XE PETROL
272,Mahindra,XUV300 W8 1.2 PETROL,Manual,2019.0,Petrol,1197.0,39926.0,1st owner,829000,15779.0,True,Yes,DL8C,2019 Mahindra XUV300 W8 1.2 PETROL
273,Maruti,Swift LXI (O),Manual,2017.0,Petrol,1197.0,61039.0,1st owner,419000,8197.0,True,No,HR87,2017 Maruti Swift LXI (O)
274,Jeep,Compass SPORT PLUS 1.4 PETROL,Manual,2019.0,Petrol,1368.0,59431.0,1st owner,1149000,21877.0,True,Yes,HR26,2019 Jeep Compass SPORT PLUS 1.4 PETROL
275,Maruti,IGNIS ZETA 1.2 AMT,Automatic,2022.0,Petrol,1197.0,36051.0,1st owner,663000,12962.0,True,No,HR98,2022 Maruti IGNIS ZETA 1.2 AMT
276,Honda,Amaze 1.2L I-VTEC S,Manual,2016.0,Petrol,1198.0,52996.0,1st owner,410000,8017.0,True,No,HR51,2016 Honda Amaze 1.2L I-VTEC S
277,Maruti,Baleno DELTA PETROL 1.2,Manual,2019.0,CNG,1197.0,47849.0,2nd owner,537000,10498.0,True,No,HR26,2019 Maruti Baleno DELTA PETROL 1.2
278,Maruti,Swift VXI,Manual,2015.0,Petrol,1197.0,59365.0,1st owner,372000,7269.0,True,Yes,DL2C,2015 Maruti Swift VXI
279,Tata,NEXON XZA PLUS DIESEL DARK EDITION,Automatic,2022.0,Diesel,1497.0,19703.0,1st owner,1053000,20043.0,True,No,HR26,2022 Tata NEXON XZA PLUS DIESEL DARK EDITION
280,Renault,Kwid RXT 0.8,Manual,2020.0,Petrol,799.0,62083.0,1st owner,356000,6960.0,True,No,DL12,2020 Renault Kwid RXT 0.8
281,Maruti,S PRESSO VXI+,Manual,2020.0,Petrol,998.0,15966.0,1st owner,392000,7664.0,True,No,DL9C,2020 Maruti S PRESSO VXI+
282,Hyundai,Elite i20 MAGNA 1.2,Manual,2016.0,Petrol,1197.0,74240.0,1st owner,448000,8757.0,True,Yes,DL8C,2016 Hyundai Elite i20 MAGNA 1.2
283,Nissan,MAGNITE XV PREMIUM TURBO CVT,Automatic,2022.0,Petrol,999.0,42637.0,1st owner,795000,15538.0,True,No,UP16,2022 Nissan MAGNITE XV PREMIUM TURBO CVT
284,MG,HECTOR SHARP 1.5 DCT PETROL,Automatic,2020.0,Petrol,1451.0,50365.0,2nd owner,1246000,23716.0,True,No,HR26,2020 MG HECTOR SHARP 1.5 DCT PETROL
285,Tata,TIGOR XE PETROL,Manual,2020.0,Petrol,1199.0,73158.0,1st owner,479000,9365.0,True,Yes,UP14,2020 Tata TIGOR XE PETROL
286,Hyundai,i20 SPORTZ 1.2,Manual,2014.0,Petrol,1197.0,78713.0,1st owner,347000,7719.0,True,Yes,HR26,2014 Hyundai i20 SPORTZ 1.2
287,Tata,NEXON XZ PLUS PETROL,Manual,2017.0,Petrol,1198.0,82375.0,1st owner,590000,11535.0,True,Yes,DL3C,2017 Tata NEXON XZ PLUS PETROL
288,Maruti,Swift LXI (O),Manual,2017.0,Petrol,1197.0,23582.0,1st owner,438000,8563.0,True,Yes,DL5C,2017 Maruti Swift LXI (O)
290,Hyundai,NEW SANTRO SPORTZ MT,Manual,2019.0,Petrol,1086.0,49352.0,1st owner,413000,8078.0,True,No,UP14,2019 Hyundai NEW SANTRO SPORTZ MT
291,Ford,Ecosport TITANIUM 1.5L PETROL,Manual,2018.0,Petrol,1497.0,99535.0,1st owner,581000,11359.0,True,No,HR29,2018 Ford Ecosport TITANIUM 1.5L PETROL
293,Maruti,Dzire ZXI CNG,Manual,2022.0,CNG,1197.0,47217.0,2nd owner,795000,15537.0,True,No,HR87,2022 Maruti Dzire ZXI CNG
294,Maruti,Ciaz DELTA 1.4 AT PETROL,Automatic,2018.0,Petrol,1373.0,46850.0,2nd owner,575000,11242.0,True,No,DL6C,2018 Maruti Ciaz DELTA 1.4 AT PETROL
295,Hyundai,i20 Active 1.2 S,Manual,2016.0,Petrol,1197.0,54148.0,1st owner,493000,9638.0,True,Yes,DL7C,2016 Hyundai i20 Active 1.2 S
296,Honda,City 1.5L I-VTEC SV CVT,Automatic,2015.0,Petrol,1497.0,39168.0,2nd owner,522000,10205.0,True,No,DL3C,2015 Honda City 1.5L I-VTEC SV CVT
298,KIA,SONET HTK 1.5,Manual,2022.0,Diesel,1493.0,23502.0,1st owner,955000,18178.0,True,Yes,DL3C,2022 KIA SONET HTK 1.5
299,Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017.0,Petrol,1591.0,67495.0,1st owner,832000,15836.0,True,No,DL12,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
300,Maruti,Celerio ZXI AMT,Automatic,2016.0,Petrol,998.0,19759.0,1st owner,403000,7879.0,True,No,DL3C,2016 Maruti Celerio ZXI AMT
301,Honda,City 1.5L I-VTEC V MT,Manual,2015.0,Petrol,1497.0,91368.0,1st owner,497000,9716.0,True,No,DL4C,2015 Honda City 1.5L I-VTEC V MT
302,Maruti,Swift Dzire LXI,Manual,2013.0,Petrol,1197.0,36536.0,1st owner,319000,8411.0,True,Yes,DL4C,2013 Maruti Swift Dzire LXI
303,Nissan,MAGNITE XV PREMIUM DUAL TONE,Manual,2021.0,Petrol,999.0,42886.0,1st owner,672000,13138.0,True,No,UP16,2021 Nissan MAGNITE XV PREMIUM DUAL TONE
304,KIA,SONET HTX 1.5,Manual,2021.0,Diesel,1493.0,28209.0,1st owner,979000,18634.0,True,No,HR98,2021 KIA SONET HTX 1.5
305,Maruti,New Wagon-R VXI 1.2,Manual,2019.0,Petrol,1197.0,19085.0,1st owner,459000,8971.0,True,Yes,HR26,2019 Maruti New Wagon-R VXI 1.2
306,Hyundai,Verna FLUIDIC 4S 1.6 VTVT S,Manual,2015.0,Petrol,1591.0,102445.0,2nd owner,472000,10505.0,True,Yes,DL8C,2015 Hyundai Verna FLUIDIC 4S 1.6 VTVT S
307,Maruti,Swift Dzire VXI,Manual,2012.0,Petrol,1197.0,51629.0,1st owner,266000,8835.0,True,No,DL9C,2012 Maruti Swift Dzire VXI
308,Maruti,Wagon R Stingray VXI,Manual,2013.0,Petrol,998.0,70322.0,2nd owner,229000,6031.0,True,Yes,DL3C,2013 Maruti Wagon R Stingray VXI
